"SG    ","LSEOPS1                         ","LSEOPRODSTRUCT                  ","CONFQTY                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","TMPS1                          ","FEATURE                         ","OSLEVEL                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","TMPS1                          ","FEATURE                         ","WITHDRAWDATEEFF_T               ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","TMPS1                          ","SWFEATURE                       ","OSLEVEL                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","TMPS1                          ","SWFEATURE                       ","WITHDRAWDATEEFF_T               ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","TMPS1                          ","ANNOUNCEMENT                    ","ANNDATE                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","ORDERCODE                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","ANNDATE                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","WITHDRAWDATE                    ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","SYSTEMMAX                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","SYSTEMMIN                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","CONFIGURATORFLAG                ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","STATUS                          ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","MKTGNAME                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PRODSTRUCT                      ","OSLEVEL                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","COMMENTS                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","DATAQUALITY                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","EDITORNOTE                      ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","INITORDERMAX                    ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","INVNAME                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","MKTGNAME                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","PDHDOMAIN                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","SAPL                            ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","STATUS                          ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","SWPRODSTRUCT                    ","SWPRODSTRUCTABRSTATUS           ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","STATUS                          ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","PROJCDNAM                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","SPECBID                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","SEOID                           ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","RATECARDCD                      ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","UNSPSCCD                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","UNSPSCCDSECONDRY                ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","UNSPSCCDUOM                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","UNSPSCCDSECONDRYUOM             ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","SEOMKTGDESC                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","WWSEO                           ","MKTGNAME                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","COMNAME                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","I20READY                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","INDC                            ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","MAXINTERHARDDRIVECAP            ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","MAXINTERHARDDRIVECAPUNIT        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","MAXTOTSTOR                      ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","PDHDOMAIN                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","PLUGNPLAYSUPRT                  ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","PRELOADAPPL                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","PRELOADRECVRYMETH               ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","SYSDIAGNSTC                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","UPSSUPRT                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHINFO                        ","VPDSUPRT                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","TECHCAP                         ","OSLEVEL                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","DERIVEDDATA                     ","TOTL2CACHESTDUNIT               ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","DERIVEDDATA                     ","TOTL2CACHESTD                   ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","DERIVEDDATA                     ","MEMRYRAMSTD                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","DERIVEDDATA                     ","MEMRYRAMSTDUNIT                 ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","DERIVEDDATA                     ","NOOFINSTHARDDRVS                ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","DERIVEDDATA                     ","NOOFPROCSTD                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PLANAR                          ","NOOFPROCMAX                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PLANAR                          ","MEMRYRAMMAX                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PLANAR                          ","MEMRYRAMMAXUNIT                 ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","PLANAR                          ","TOTCARDSLOT                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MEMORY                          ","MEMRYTYPE                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","FEATURE                         ","OSLEVEL                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","FEATURE                         ","WITHDRAWDATEEFF_T               ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","MACHTYPEATR                     ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","MODELATR                        ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","COFCAT                          ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","COFSUBCAT                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","COFGRP                          ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","COFSUBGRP                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","MODELORDERCODE                  ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","SARINDC                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","SYSIDUNIT                       ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","STATUS                          ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","MODEL                           ","APPLICATIONTYPE                 ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
"SG    ","WWSEOPS1                        ","ANNOUNCEMENT                    ","ANNDATE                         ","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000","1980-01-01-01.00.00.000000","9999-12-31-00.00.00.000000"
